,Generated Text,Actual Text
206,"관광지를 육성하는 사업인 '강소형 잠재관광지 발굴발굴·육성사업'에 용문사·명봉사 태실 및 주변 관광지가 최종 선정되었으며, 군에서는 한국관광공사로부터 2020년까지 백두대간 파워스팟 추진을 위한 체계적인 컨설팅, 온·오프라인 홍보, 콘텐츠 제작 및 마케팅 활동, 지역특화상품 개발, 팸투어, 관광상품 프로그램 운영비 등을 지원 받는다.",한국관광공사 대구·경북지사에서 균형 있는 지역관광 발전을 위해 착수하는 강소형 잠재관광지 발굴·육성사업에서 예천군의 용문사·명봉사 태실 및 주변 관광지가 최종 선정되어 지역관광 경쟁력 제고를 위한 초석을 마련하게 됐다.
207,"정치인이나 연예인의 얼굴을 합성해 실제 하지 않은 발언이나 행동을 한 것처럼 만드는 딥페이크가 내년 추모를 앞두고 미국, sns 등 IT 기업들은 딥페이크 동영상 확산 방지에 힘쓰고 있다고 전했다.","대선을 앞둔 미국에서 '딥페이크' 동영상의 확산 방지를 위해 그의 제작 기술의 발전에 맞서 관련 기술을 발달시켜 적발하기 위해 페이스북, 트위터, 구글 등 IT 기업들이 직접 행동에 나섰다."
208,"와 대기업의 경쟁에 상대적으로 취약하여 장류 수출이 10년 전보다 2배 이상 늘었지만, 한국의 전통 장류 수출액은 작년에 비해 2배 이상 증가했으며 전통 장류에 대한 정부 규제까지 곧 시행될 예정이어서 장류 업체들은 불안하고 있다.","한국 전통 장류 수출이 10년 전 대비 2배 이상 늘었지만, 최근 증가세가 주춤해졌고 여기에 전통 장류에 대한 정부 규제까지 시행될 예정이어서 장류 업체들은 막막한 상황에 처했으며 생계형 적합업종으로 지정되면 장류 관련 R&D 등을 하는데 있어 제약이 생기기 때문에 어려움을 겪을 것으로 보인다."
209,"등락률 1위를 차지한 이마트종목의 등락률은 현재 +6.87%이며, 등락률 2위인 신세계 종목 등락률은+6.25%이며, 등락률 3위 롯데쇼핑 종목의 등락률은+5.36%이다.","수요일 11시 현재, 백화점과 일반상점 업종 내 상승종목은 1위는 이마트종목이고 등락률은 현재 +6.87%로 124,000원에 거래되고 있으며 2위는 신세계종목이 +6.25%로 255,000원에 거래되고, 3위는 롯데쇼핑 종목이 +5.36%로 137,500원에 거래되고 있다."
210,와 한국노총은 16일 서울 여의도 중기중앙회에서 '대ᆞ중소기업간 불공정거래 개선 및 상생협력을 위한 간담회'를 열고 대기업의 불공정 사례를 발굴하고 정책건의 등을 통해 시정할 수 있도록 공동 실태조사를 실시할 예정이다.,"중소기업중앙회와 한국노동조합총연맹이 대기업의 불공정거래 근절방안과 사례를 발굴하고 정책대안 마련을 위해 공동연구도 추진을 통해 시정할 수 있도록 공동 실태조사를 실시할 것이며, 두 기관은 16일 서울 여의도 중기중앙회에서 '대ᆞ중소기업간 불공정거래 개선 및 상생협력을 위한 간담회'를 열고 이 같은 내용을 포함한 공동협력안에 합의했다고 밝혔다."
211,"의 핵심축인 지상파의 재정난과 영향력 감소로 인해 미디어 전반의 공공성이 약화될 우려가 있어, 방송통신위원회는 27일 KBS·MBC·SBS 사장 및 정책 본부장들과 정책간담회를 개최하고, 통신 사업자와의 지속적인 만남으로 프로그램현안을 논의하겠다고 밝혔다.",방송통신위원회는 한상혁 위원장 취임 후 처음으로 KBS·MBC·SBS 사장 및 정책 본부장들과 지상파의 재정난과 영향력 감소로 인해 미디어 전반의 공공성이 약화될 우려 등의 정책현안을 논의하기 위한 정책간담회를 27일 개최했다고 전했다.
212,"자가 범행 약 1년 전 '청담동 주식 부자' 이희진 씨 부모 살인 사건은 치밀하게 계획된 범죄라는 데 무게가 실린 가운데, 교수가 범행 약 1년 전 참여하여 프랜차이즈가 범행 후었다는 정황 등이 드러나 충격을 주고 있다.",24일 경찰에 따르면 청담동 주식 부자 부모 살인 사건은 슈퍼카 매매 증서를 확인한 뒤 살해된 어머니 행세를 하는 등 범행 1년 전부터 치밀하게 계획한 범행이라는데 무게가 실린다고 보고 있다.
213,"청소년이 교육주체가 되어 청소년 스스로 디자인하는 '무엇이든 학교', 청소년이 무엇을 하고 싶은지, 어떻게 하고 싶은지 청소년들의 의견으로부터 출발하는, 모든 것이 열려 있는 '열린 학교'를 뜻하는 은평형 마을학교 운영을 위한 청소년 의견수렴을 위해 지역 소재 중고등학교 학생을 대상으로 청소년 공론장을 개최하여 공교육을 보완한 다양한 상상과 체험을 할 수 있는 청소년 거점이 될 것으로 기대하고 있다.",은평구는 17일 은평구청에서 청소년이 교육주체가 되어 스스로 디자인해가는 열린 학교인 은평형 마을학교 운영을 위한 청소년 공론장을 열어서 청소년 공간 및 활동 조사에 대한 분석결과를 공개한다.
214,물인 후쿠시마 원전사고 후속조치로 모든 원전에 설치를 추진했던 '격납건물 여과배기설비(CFVS)'설치를 한국수력원자력(한수원)이 최초로 재검토(백지화)해 현재 변경계획의 행정적 조치를 진행하고 있지만 CFVS 설계 및 제작에는 이미 약 575억원의 예산이 집행된 것으로 드러났다.,한국수력원자력은 후쿠시마 원전사고 후속조치로 모든 원전에 설치를 추진했던 '격납건물 여과배기설비(CFVS)'설치를 백지화해 현재 변경계획의 행정적 조치를 진행 중에 있고 국감이후 이사회를 열어 이 계획을 최종 승인할 예정이지만 이미 지난 6년 동안 가동원전 22기의 CFVS 설계 및 제작에 쓰인 예산이 약 575억원에 달해 이에 대한 책임 논란이 예상된다.
215,공무원들의 편의시설이 증가함에 따라 행복도시건설청 관계자는 앞으로도 주민이 만족하는 정주여건이 조성되도록 노력하겠다고 말했다.,"지난해 행정중심복합도시 생활편의시설이 22%로 큰 폭 증가한 것으로 나타났으며, 관계자는 주민이 만족할수 있도록 급증한 인구증가에 따른 생활편의시설 확보에 노력을 기울이겠다고 했다."
216,"들이 부동산 프로젝트파이낸싱(PF) 건전성 관리 방안과 관련해 ""벤처기업들이 자기자본 대비 100% 이상 넘겨 있는 상태에서 수익을 포기했라는 것과 같다""고 주장하자 증권사들은 '과도한 규제'라며 불만을 쏟아내고 있다.",금융당국이 발표한 부동산 프로젝트파이낸싱(PF) 건전성 관리 방안과 관련해 증권사들이 일제히 '과도한 규제'라고 말하며 부동산 대출이 부실화되면 이를 취급한 증권사들의 건전성이 악화될수 있다고 불만을 드러냈고 증권사는 위축된 부동산 PF시장에서 수익을 위해서 부동산 시행사로 하여금 요구 수익률을 높이게 되면 부동산 개발비용도 올라 아파트 분양가등 원가도 높아질수 있어 가격인상을 한 결과가 도출된다고 금융투자업계 관계자는 우려하였다.
217,"돈 시장을 비롯한 노사민정 대표가 한자리에 모여 부산형 일자리 창출에 관한 실천적인 논의에 대해 26일 오후 2시 30분, 시청 1층 대회의실에서 2019년 부산노사민정협의회 본회의를 개최했다고 밝혔으며, 향후 수차례의 노사민정협의회 분과위원회 회의를 통해 상생형 일자리 발굴 모델 개발을 완성해 11월 중 ‘부산형 일자리 창출 노사민정 상생협약’을 체결할 계획이다.",26일 노사민정 대표가 한자리에 모여 부산형 일자리 창출에 관한 논의를 했으며 해당 회의에서는 전기차 산업 생태계 조성을 위한 부산형 일자리 창출 등의 상호협력을 다짐했고 부산시는 향후 여러 회의를 통해 차별성있는 모델을 개발해 협약을 체결할 것이라 밝혔다.
218,"김정화 대변인과 정의당 등은 전두환씨가 광주지법에서 열린 사자 명예훼손 재판에 출연해 ""사과와 함께 용서를 구해야 한다""고 한 반면 자유한국당은 ""재판을 계기로 5·18 의혹이 해소되기 바란다""는 입장을 내놓았고 한국당도 ""재판을 계기로 5·18 의혹이 해소되기 바란다""는 논평을 내놨다.","11일에 광주지법의 사자 명예훼손 재판에 출두한 전두환씨에 대해 더불어민주당, 바른미래당, 민주평화당, 정의당 등은 전씨가 속죄해야한다고 의견을 낸 반면, 자유한국당은 공정한 재판으로 세간의 의혹들이 해소되는 계기가 되길 바란다는 의견을 내놓았다."
219,"인천공항철도 영종구간 독립요금제 운영으로 수도권 통합 환승 할인 혜택을 받지 못한 영종 주민들을 위해 운임체계가 개선될 가능성이 높아지면서 영종, 운서 주민들은 통합요금과 독립요금으로 이중 부과하지만 시관계자는 빠른 해결을 위해 해결방안을 찾고 교통 등 분야는 민생과 관련된 만큼 해결하겠다 답변했다고 말했다.",인천시가 교통 불편등 주요 현한 11개 조기 해결을 국토교통부에 건의 했고 국토부는 적극 해결을 약속했다.
220,학술논문은 매년 수십건씩 쏟아지고 있지만 5·18을 체계적으로 교육할 수 있는 연구도 부족하여 5·18민주화운동에 대해 전문 연구자를 양성하고 연구성과물을 교육에 연계시키는 논의가 필요하다는 주장이 나왔다.,많은 양의 5·18 관련 학술논문이 있지만 5·18 전문 연구자와 교육 연구는 부족하다는 지적이 나오는 동시에 최정기 전남대 5·18 연구소장은 5·18 전문 연구자를 육성하기 위해 대학이 주최가 되어 연구를 진행해야 한다고 주장했고 노성태 국제고 수석교사는 5·18 연구 결과물을 교육과 연결지을 방법을 찾아야 한다고 제시했다.
221,"들의 한국사 능력검정시험을 위한 합격자 발표는 6월 7일부터 전국 시험장에서 실시되며, 시험일은 8월 10일, 합격자 발표는 8월 23일로 예정되어 있다.",국사편찬위원회는 제43회 한국사 능력검정시험이 오늘(25일) 오전 10시 전국 시험장에서 일제히 치뤄지며 시험이 끝난후 한국사능력검정시험 홈페이지(http://www.historyexam.go.kr)를 통해 시험문제 및 정답을 공개할 계획이라고 전하며 합격자 발표는 6월7일이 예정이다.
222,은행은 녹색성장기금의 제6회 '2019년 한국 녹색 혁신의 날'을 연다고 26일 밝혔으며 녹색 혁신의 날은 '세계 변화를 위한 녹색성장'을 주제로 이달 26~27일 서울 여의도동 콘래드호텔에서 열리며 녹색성장기금을 통해 8대 핵심 선도사업에 대한 지원을 확대하겠다고 말했다.,기획재정부와 세계은행에 따르면 한국의 녹색성장 기술과 경험을 개도국과 공유하기 위한 제6회 '2019년 한국 녹색 혁신의 날'을 26~27일 '세계 변화를 위한 녹색성장'을 주제 개최한다.
223,"총 8만5천961m2 부지가 수원시와 용인시 간 경계조정 문제 해결을 위해 각 시의회가 지난달 관련 안건을 받아들인 데 이어, 경기도의회도 4일 상정된 '수원-용인 경계조정' 안건을 성공시켰다.","경기도의회는 4일 제334회 임시회 제4차 본회의에 상정된 '수원-용인 경계조정'안건을 찬성의견으로 통과시켰다고 밝혔으며 이는 지난달 14일,18일 각각 수원시의회와 용인시의회가 안건을 통과 시킨데 따른 조치이고 타 시.도의 사례를 감안하면 올 하반기면 실질적인 경계조정이 완료될 것으로 예상된다."
224,"테일 분석업체 와이즈앱은 26일 전국 13만명의 신용·체크카드 결제 분석을 통해 추정한 결과, 지난해 스타벅스로 결제한 금액은 1조4416억원으로 추정되며 스타벅스에 이어 투썸플레이스가 4452억원으로 2위를 기록했고, 스타벅스가 결제액·결제횟수·결제자 수에서 모두 1위였다고 전했다.","와이즈앱은 26일 전국 13만명의 신용·체크카드 결제를 분석한 결과, 지난해 스타벅스로 결제한 금액은 1조4416억원으로 1위, 투썸플레이스가 4452억원으로 2위, 이디야커피 4023억원, 할리스커피 1923억원, 커피빈 1556억원 순으로 그 뒤를 잇고 있는 것으로 나타났다."
225,긍정적인 사례들로 구성된 당진형 주민자치 우수사례 중 하나인 주민총회는 주민자치위원회를 중심으로 구성된 마을계획단이 지역에 필요한 사업을 직접 발굴하고 우선순위 사업을 선정하는 일종의 마을회의로 이달 22일부터 8월 2일까지를 주민참여 주간으로 정하고 이달 23일과 24일 주민자치 정책 박람회를 개최할 예정이다.,"당진시는 시범으로 도입한 후 올해 14개 읍면동 확대해 실시하는 주민총회에 관심이 뜨겁고 시는 일정에 맞춰 이달 22일~8월 2일까지 주간으로 정하고 이달 23, 24일 주민자치 정책 박람회를 개최할 예정이며 특히 시는 이번 정책박람회와 연계해 주민총회를 신청 접수 8일 만에 조기 마감됐다."
226,"중소기업, 글로벌 앵커(선도)기업, 액셀러레이터(창업기획자), ICT 분야 연구시설 유치를 위해 성남시는 23일 오후 판교제2테크노밸리 E6-1블록 건립 부지에서 '성남글로벌 ICT융합 플래닛 기공식'을 가진 가운데 2021년 말 완공 예정인 '성남글로벌 ICT융합 플래닛'을 건립하게 되었다.","경기 성남시는 판교제2테크노밸리내 성남글로벌 ICT융합 플래닛을 2021년까지 건립할 것을 계획하고 오는 23일 기공식을 가지며, 이는 공공형 지식산업센터로서 첨단정보통신기술 기업과 지역사회과 동반성장할 수 있는 체계가 될 것이라 기대하고 있다."
227,제주시 중문관광단지내 주상절리대 인근 경관의 사유화와 환경훼손 등의 논란을 받고 있는 부영호텔이 사업 추진을 위해 제주도를 상대로 소송을 제기했지만 제주지방법원 제1행정부(재판장 강재원 부장판사)는 10일 부영주택이 제주도를 상대로 제기한 환경보전방안 조치계획 재보완 요청 취소 소송에서 부영측 청구를 기각했다.,제주지방법원 제1행정부는 서귀포시 중문 관광단지에 위치한 주상절리대 인근 자연환경을 사유화하고 환경훼손 등의 영향을 미칠 수 있는 부영 호텔의 사업 추진을 위해 제주도를 상대로 소송을 제기했지만 환경보전방안 수립권자는 한국관광공사인 만큼 부영 측이 행정소송의 당사자가 될 수 없음으로 부영 측 청구를 기각했다.
228,"완주군 의회 사태는 전국적인 포탈 실검 1위에 오르는 등 후속 기사들이 속출하고 있는데, 이는 중앙정부의 지방 정부 길들이기 위해 지방의원들이 해마다 지역 주민에게 원성만 살 수밖에 없는 잘못된 구조가 낳은 산물이므로 완주군 관련 당정 회의를 통해 사건을 해결해야 한다.","완주군의회는 비상식적인 편법을 동원한 의정비 인상안으로 인해 완주군의 이미지에 먹칠을 했으며 이에 대해 반대한 완주군민과 도민들의 의견에 대해 모르쇠로 일관하였기에 완주군의 명예를 되살리기 위해 안호영 의원, 박성일 군수, 군의원들이 적극적으로 나서야 한다."
229,"북한이 동해상으로 단거리 탄도미사일 발사체를 2회 발사한 데 대해 바른미래당이 24일 오전 논평을 통해 ""우리 정부는 더이상 북한의 무력도발에 끌려다녀서는 안 된다""며 유감 표명 차원을 넘어서는 강력 대응을 촉구했으며, ""의 무모한 전략을 폐기하지 않고서는 북한이 소원하는 체제보장과 정상국가 취급은 요원할 뿐""이라고 강조했다.","2번에 걸쳐 비행거리 약 380km에 달하는 미상의 발사체를 북한이 동해상으로 발사한 것에 대해, 바른미래당은 더이상 북한의 무력도발에 끌려다녀서는 안된다며 정부에 강력 대응을 촉구했다."
230,"채용기준이 적용되는 공공기관이 아닌 사기업인 점, 채용비리와 관련해 청탁 받은 사실이 없는 점, 관행을 따랐던 것으로 보이는 점 등을 고려하여 광주은행 전 간부 4명이 집행유예를 선고받았다.",광주지방법원 재판부는 광주은행 신입 행원 채용 시 면접 점수 조작 등으로 재판에 넘겨진 간부 4명에게 일반 지원자에게 상대적 박탈감을 안겨줄 수 있으나 청탁이 없었고 사기업의 관행을 따랐다는 점을 고려하여 집행유예를 선고했다.
231,"학술연구본부 문미옥 제1차관이 지난 12일 구덕캠퍼스 의과대학을 방문하여 간담회를 갖고 과학기술계 연구자들의 목소리를 듣고 의견을 교환했는데 이 날 문미옥 과기정통부 제1차관과 이주원 기초연구진흥과장, 이재열 동아대 산학부총장은 이런 소통의 장이 자주 마련돼 기초연구 분야 활성화에 도움이 됐다고 말했다.","지난 12일 과학기술정보통신부 문미옥 제1차관이 동아대학교 의과대학을 방문해 연구현장 의견을 청취하고 간담회를 가졌는데, 이번 일정은 연구자 중심 R&D 제도 수립 및 과학기술분야 혁신 생태계 조성을 목적으로 한 ‘2019년도 영남권 연구현장 방문 및 연구자 간담회’의 일환으로 개최됐다."
232,"함 제주국제대학교 축구 선수단이 2005년 창단하여 제100회 서울 전국체육대회(전국체전) 축구 남자 대학부에서 우승을 차지하였으며, 제주국제대는 2013년과 2016년 경기 16강전에서 격돌한 적이 있다.","제주국제대학교 축구선수단이 처음으로 전국단위 체육대회에서 축구 남자대학부에서 우승하여 금메달을 달성했으며, 이로써 제주도 선수단은 도합 금메달 30개, 은메달 17개, 동메달 37개 총 84개의 메달을 따서 목표치를 초과 달성했다."
233,벼 대신 콩이나 조사료 등 타작물을 심으면 ha당 평균 340만원을 지원하는 논 타작물 재배 지원사업은 쌀 생산조정제의 하나로 2019년까지 2년간 추진되어 올해 전남지역 계획면적은 1만1천661ha로 전국(5만5천ha)의 21% 규모이다.,전남도는 밭작물의 자급률을 높이기 위해 논에 벼 대신 타작물을 심으면 ha(3천 평)당 평균 340만원을 지원하는 논 타작물 재배 지원사업을 올해 확대 추진키로 하고 오는 22일부터 신청을 받는다.
234,"금욕이 동반되는 상황에서 생활해야 인내심도 길러지고 위아래를 챙기는 법을 배운다는 지적에 대해 군 관계자는 "" 피력하고 있는 민심에 대한 유감을 표명하고, 어떤 제도든 디자인의 문제는 해결하기 때문에 보완대책을 마련하고 있다""고 말했다.",18일 군의 한 관계자는 기자들과 만나 휴대전화 허용 정책에 대해 당나라 군대라고 표현하고 군부대에 배송되는 택배에 군바리라는 용어가 적혀오는 것에 대해 유감을 표현한다고 전했다.
235,"예고가 인접해 청소년의 통행이 많은 거리인 대명동 청소년 블루존 거리의 간판정비 뿐 아니라, 전체적인 거리의 미관까지 나오며 문화거리로 제 역할도 하지 못하고 있는 실정이다.",대구 남구청이 도시재생사업으로 2013년부터 3년 동안 약 25억원의 사업비를 들여 조성한 청소년 블루존의 사후 관리가 엉망이라는 민원이 끊이지 않고 있다.
236,"의 도시경관을 소실시키는 '광주광역시 도시경관 기록 및 관리시스템 구축 사업'을 추진하여 앞으로 광주의 경관을 관리할 수 있는 사업을 추진할 예정이며, 다양한 분야에 활용할 수 있도록 데이터베이스를 구축하고 관리시스템을 개발해 시민들에게 제공할 계획이다.","광주시는 ‘광주광역시 도시경관 기록 및 관리시스템 구축 사업’을 시행해 광주의 지난 모습을 수집하고, 지금 모습을 사진 기록물로 저장해 시민과 공유하는 관리시스템을 구축, 그 기록물을 경관관련각종 시책 추진을 위한 기초자료로 쓸 계획이다."
237,전주와 국가균형발전위원회가 13일 전주 그랜드힐스턴 호텔에서 주최한 ‘포용국가를 위한 지역균형발전과 특례시 세미나’에서 지역주도 발전을 위해 전주 등 광역시 없는 도의 중추도시를 특례시로 지정하여 공정한 출발점을 만들 필요가 있다는 의견을 밝혔다.,"전주시와 국가균형발전위원회가 13일 전주 그랜드힐스턴 호텔에서 포용국가를 위한 지역균형발전과 특례시 세미나를 열고 국가 균형 및 지방분권 발전을 위해 전주시를 문화로 특화된 특례시로 지정해야 한다는 공감대를 형성하였고, 문재인 정부가 대선 과정에서 전주 문화특별시 지정 공약에 대해서도 공약 이행을 촉구하는 목소리가 있었다."
238,로부터 기본소득이 새로운 대안으로 부상한 가운데 경기도는 올해부터 만 24세 청년 17만5천명을 대상으로 1년간 100만원을 지급하는 청년기본소득 사업을 도입하여 논의에 불을 쫓기 위해 '제1회 경기도 기본소득 국제 콘퍼런스'를 29~30일 수원컨벤션센터 컨벤션홀에서 개최한다고 밝혔다.,"경기연구원은 오는 29~30일 수원컨벤션센터 컨벤션홀에서 '제1회 경기도 기본소득 국제 콘퍼런스'를 개최한다고 23일발표, 29일에는 이재명 경기도지사의 연설을 시작으로 강남훈 경기도기본소득위원회 공동위원장의 기조연설이 진행되며, 이한주 경기연구원 원장은 ""이번 콘퍼런스는 정치적, 학술적 기반이 될 것""이라고 전망했다."
239,"친근한 브랜드 '지나식스'가 밀레니얼 여성들에게 세미 캐주얼 감성의 아이템을 선보인다고 신원이 말하였고, 향후 W컨셉, 29CM 등의 온라인 편집숍에 순차적으로 입점할 예정이다.","신원이 밀레니얼 세대 여성을 노린 온라인 브랜드 '지나식스'를 새롭게 선보이는데, 신원 측은 ""프랑스의 패션과 럭셔리DNA를 결합해 밀레니얼 여성들에게 세미 캐주얼 감성의 아이템을 선사할 계획이다""고 말했으며 레드오션인 온라인 상황을 고려해 가성비 및 가심비까지 겸비한 아이템을 선보일 것이다."
240,"정치 불안으로 인해 뉴욕증시 주요 지수가 미·중 무역전쟁 우려가 지속되면서 하락했으며, 9일 다우존스는 전장보다 90.75포인트(0.34%) 내린 26,287.44에 거래를 마쳤다.","미·중 무역전쟁 우려가 지속되면서 다우존스 30 산업평균지수는 0.34%, 스탠더드앤드푸어스 500 지수는 0.66%, 나스닥 지수는 1.00% 하락하며 장을 마감했다."
241,총 1조 5천억 원 규모의명의 부동산을 가지고 있는 박회장은 이번 주 SBS'그것이 알고 싶다'에서 박정희 전 대통령의 차명재산이란 의혹을 받는 박회장에 관련된 미스터리를 파헤친다.,위치에 따라 평당 3억까지 땅값을 받을 수 있는 대한민국 최고의 번화가 '강남'에 남겨진 공실 미스터리를 SBS '그것이 말고 싶다'에서는 박정희 전 대통령의 차명재산 의혹에 관해 파헤쳐 본다.
242,"들과 취약계층에 대한 검진사업을 지원하고 있는 대한결핵협회는 올해 크리스마스 씰을 발행하고 결핵퇴치기금 모금 캠페인을 내년 2월 말까지 진행한다고 밝혔으며, 모금금액은 2016년 유네스코 인류무형문화유산으로 등재될 정도로 가치를 인정받은 제주도의 전통이다.",올해 크리스마스 씰에는 '제주도와 해녀문화'가 담겨 관심이 모아지고 있다.대한결핵협회(회장 경만호)는 이 씰을 발행하고 결핵퇴치기금 모금 캠페인을 본격적으로 벌인다고 4일 밝혔다.모금 목표는 30억원으로 캠페인은 내년 2월 말까지 진행한다.
243,"보건소 방문을 위해 먼 거리를 이동해야 하는 불편을 해소하기 위해 남양주시가 동부보건센터 설치를 서두르고 있으며, 동부권역에 센터가 설치되면 지역밀착형 통합 보건의료서비스를 제공할 수 있을 것으로 보인다.",남양주시는 서쪽에 편중되어 있는 공공기관으로 불편을 겪는 화도·수동·호평·평내 등 동부권역 주민들의 보건의료서비스를 책임질 동부보건센터를 6월 말 개소할 예정이다.
244,"청년들의 수출규제 대응에 일본이 한국에 대해 반도체·디스플레이 3개 핵심소재의 수출규제 조치를 취한 것은 부당하다며 스위스 제네바 현지시간 11일 주제네바 일본대표부와 WTO 사무국에 양자 협의 요청서를 발송한 가운데, 정부는 이에 따라 일본과 시간과 장소를 조율해 양자협의를 진행할 예정이다.",산업통상자원부 당국자는 일본 수출규제 조치의 세계무역기구 제소와 관련 20일 무역분쟁이 발생할 경우 우선 양자협의를 하도록 돼 있는 WTO 규정에 따라 일본 정부가 한국의 협의 요청에 응한다는 방침을 알려와 한일 통상분쟁이 첫 발을 떼게 됐다.
245,"인공지능 수준 측정 지표 개발을 위해 한국정보화진흥원은 지난 12일 버텍스 코리아 버텍스 홀에서 기업, 기술, 산업 등 인공지능 분야별 전문가들을 초청하여 우리나라의 지리적, 언어적,R&D 등의 특성을 반영한 인공지능 지표를 발굴하는 ‘ 전라북도 인공지능 수준 측정 지표 개발을 위한 전문가 세미나’를 개최한다.","한국정보화진흥원은 스탠포드 AI Index의 방법론과 지표를 벤치마킹해 도출한 2018년 우리나라 인공지능 AI 분야 수준 조사 결과를 분석하고, 객관적이고 현실성 있는 지표 개발을 위한 방향을 논의하기 위해 '우리나라 인공지능 수준 측정 지표 개발을 위한 전문가 세미나'를 12일 서울 버텍스 코리아 버텍스 홀에서 개최한다."
246,"중소기업 시행 유예, 선택적 근로시간제 정산기간 확대 및 요건 완화 등을 건의하기 위해, 한국경영자총협회는 올해 정기국회에서 계류 중인 '주요 경제·노동 법안에 대한 경영계 건의'를 13일 국회에 제출했다고 밝히고, 최저임금 인상과 주 52시간제로 인한 근로시간 단축, 법인세 인상 등 전방위적으로 기업부담이 가중되면서 기업의 국내 투자의욕은 침울한 상태고 제조업을 중심으로 해외투자도 급증하고 있다고 진단했다.","한국경영자종협회는 올해 정기국회에서 계류 중인 근로기준법 개정, 환경안전규제 개선, 최저임금법 개정을 포함한 주요 경제, 노동 관련 13개에 법안에 대해 경영계 건의를 13일 국회에 제출하고 입법을 완료하기 위해 적극 반영해줄 것을 요청했다고 밝혔다."
247,가 주관하는 공공외교 역량강화 사업의 일환으로 서천군립예술단 전통무용단은 지난 2일과 9일 호주 멜버른에서 열린 '2019멜번코리아페스티벌'과 관련된 한국문화음식축제 초청 공연에서 한국의 전통예술을 알렸다.,"서천군립예술단 전통무용단은 공공외교 역량강화 사업의 일환으로 초청된 '2019멜번코리아페스티벌'과 '남호주 한국문화음식축제' 공연에서 서천의 다양한 유, 무형 문화 콘텐츠와 한국의 전통예술을 알리는 역할을 했다."
248,"무예, 액션 장르의 영화를 한 번에 만나볼 수 있는 '2019 충북국제무예액션영화제'가 오는 29일 개막을 앞둔 가운데 홍보대사를 맡은 배우 김성규의 인사 영상이 20일 공개되었으며 김성규는 ""2019 충북국제무예액션영화제의 홍보대사를 맡게 됐""이라고 본인소개와 함께 영화제 첫 시작을 알렸다.","29일 개막예정인 '2019 충북국제무예액션영화제'에서 홍보대사를 맡은 배우 김성규는 ""7080세대 고전 영화를 비롯해 현대적 재구성이 우수한 장르 영화 소개와 다양한 이벤트도 진행할 예정""이라며 인사 영상을 공개했다."
249,"정치 모델을 위한 행안부를 지적하고 있는 황운하 대전경찰청장은 울산경찰청장 재임 시절 김기현 전 울산시장과 관련한 수사를 총지휘했다가 한국당과 사건 관계인 등에게 고소·고발당했던 것과 관련 ""나와 관련된 수사를 종결해달라""고 요청한 것으로 알려졌다.","황운하 대전경찰청장이 자유한국당과 김기현 전 울산시장 등이 자신을 고소·고발한 사건에 대한 검찰 수사가 종결해달라며 진정서를 제출했고, 내년 총선 출마 행보와 무관하지 않다고 보는 시각이 우세하다."
250,의류의 택에 손상을 가하자 일본 유명회사의 택이 드러나 재발을 한 JTBC 엠플레이그라운드는 문제의 심각성을 인지하여 지난 21일 공식 홈페이지에 사과의 말을 기재했다.,"엠플레이그라운드가 유니클로 '택 교체' 논란에 휩싸인 가운데, 사건의 심각성을 인지하고 공식 홈페이지에 사과의 말과 함께 비하인드 스토리를 올리며 누리꾼들은 '엠플레이그라운드의 잘못은 아니군'과 같은 반응을 보이고 있다."
251,일에서 발생한 MBC 라디오 '정오의 희망곡 김신영입니다' 생방송을 위해 MBC를 찾은 이승윤은 최근 늘어난 일정 덕에 MBC가 기존 있게 된 것에 큰 만족감을 나타내며 시청자들에게 웃음을 선사했다.,MBC '전지적 참견 시점'에서는 이승윤이 MBC 라디오 ‘정오의 희망곡 김신영입니다’ 에 출연한 가운데 응원 문자를 보내어 갑작스럽게 전화 연결이 된 청취자가 그의 매니저로 밝혀지는 등의 일상이 공개되었다.
252,"들에게 호평을 받고 있는 관악구가 약초에 대한 다양한 지식을 전하는 '제9기 관악약초학교' 수강생을 모집하며, 본 프로그램을 활용가능하고 건강한 삶을 위해 마련된 평생학습강좌로 좋은 기회가 될 것이며, 전국의 약초와 민간자격증인 약초관리사까지 취득할 수 있는 활동하기 위해 16회 과정으로 진행하며, 다음달 11일부터 매주 월요일 관악구평생학습관에서 오후 6시 30분부터 9시까지 진행한다.","관악구는 '제9기 관악약초학교' 수강생을 모집하는데 이번 학교는 '질병에 맞는 한약재', '면역에 좋은 약재' 등의 다양한 주제로 전문가와 같이하는 실습과 강원도 약초현장체험도 진행된다고 밝혔다."
253,"연애대상자 중 56.6%가 비밀연애를 긍정적으로 평가해 미혼 남녀 10명 중 9명은 비밀연애를 긍정적인 평가를 하였으며 응답한 가운데, 듀오 관계자는 ""둘만 아는 연애인 만큼 서로에 대한 깊은 신뢰와 관계에 대한 책임감이 필요하다""며 ""비밀연애를 하기에 앞서 연인과의 충분한 대화를 통해 개설하기를 바란다""고 전했다.","결혼정보회사 듀오는 지난 6월 미혼남녀 약 4백명을 대상으로 '비밀연애'에 관한 설문조사를 실시했으며 응답자의 10명 중 9명 정도가 비밀연애를 긍정적으로 평가하는 결과를 도출했고, 주변의 시선때문에 비밀연애를 한다는 응답이 가장 높은 득표를 얻은 응답으로 꼽혔다."
